"Código","Nombre","Régimen","Dirección","Localidad","Teléfono","Fax","Latitud","Longitud","Titularidad","CIF","Comarca","Email","Web","Servicios complementarios"
"Código: 46027280","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL ESCOLA D'ADULTS D'ALFAFAR","Régimen: PÚBLICO","Avenida BLASCO IBÁÑEZ, 22","46910 - ALFAFAR","963 18 24 43   ","963 18 24 53","39,424492","-0,39186","AJUNTAMENT D'ALFAFAR","","L'HORTA SUD","EPA@alfafar.com","mailto:EPA@alfafar.com",""
"Código: 46029938","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL NÚMERO 2 D'ALFAFAR","Régimen: PÚBLICO","Barrio D'ORBA, 22","L'HORTA SUD","963 18 24 43   ","victoriajimlor@hotmail.com","","","","","","46910 - ALFAFAR","","Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos"
"Código: 46030874","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NUVOLET","Régimen: PRIVADO","Calle SAN ROQUE, 20-21","46910 - ALFAFAR","963 75 89 78   ","963 75 89 78","39,420955","-0,38746","ALBA LLIBERIA MONZÓ","","L'HORTA SUD","e.infantil@nuvolet.com","mailto:e.infantil@nuvolet.com","Comedor; Inglés"
"Código: 46026469","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE SAMARUC","Régimen: PRIVADO","Calle GRAZ LIEBENAU, 32-IZ","L'HORTA SUD","963 96 16 63   ","hola@escuelainfantilsamaruc.es","","","","","","46910 - ALFAFAR","",""
"Código: 46035963","CENTRE PRIVAT D'EDUCACIÓ INFANTIL VAMAR INFANTIL","Régimen: PRIVADO  -  CONCERTADO","Calle AUSIAS MARCH, 45","L'HORTA SUD","963 75 11 67   ","colegiovamar@hotmail.com","","","","","","46910 - ALFAFAR","mailto:colegiovamar@hotmail.com","Comedor"
"Código: 46000936","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA GUÍA, SL","Régimen: PRIVADO  -  CONCERTADO","Calle TAULETA, 27","46910 - ALFAFAR","963 75 03 77   ","963 75 21 85","39,421185","-0,385584","CENTRO DOCENTE GUÍA, SL","","L'HORTA SUD","centrodocenteguia@hotmail.com","mailto:centrodocenteguia@hotmail.com","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46000948","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA MARÍA INMACULADA","Régimen: PRIVADO  -  CONCERTADO","Calle DELS FURS, 25","46910 - ALFAFAR","963 75 04 78   ","963 75 04 78","39,423763","-0,392815","PARROQUIA NUESTRA SEÑORA DEL DON","","L'HORTA SUD","minmaculadaalf@marinma.net","","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46000951","CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA VAMAR","Régimen: PRIVADO  -  CONCERTADO","Calle AUSIÀS MARCH, 22-35","L'HORTA SUD","963 75 11 67   ","46000951@colegiovamar.com","","","","","","46910 - ALFAFAR","mailto:46000951@colegiovamar.com","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Cursos de verano; Inglés; Castellano; Valenciano; Adscrito al programa de banco de libros"
"Código: 46016130","ESCOLA INFANTIL RABISANCHO","Régimen: PÚBLICO","Calle CATARROJA, 25","46910 - ALFAFAR","961 20 50 20   ","961 20 50 21","39,41574","-0,400062","GENERALITAT VALENCIANA","CIF: Q9655271F","L'HORTA SUD","46016130@edu.gva.es","http://mestreacasa.gva.es/web/4601613000","Comedor; I. Deportivas"
"Código: 46033772","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL PORTA SUD","Régimen: PÚBLICO","Calle PROFESORA ANA ROJO, 6","L'HORTA SUD","963 75 82 27   ","infoalfafar@escolesinfantilsninos.com","","","","","","46910 - ALFAFAR","mailto:infoalfafar@escolesinfantilsninos.com","Comedor; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 46034132","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL REMEDIOS MONTANER","Régimen: PÚBLICO","Calle FRANCISCO BAIXAULI, 2","46910 - ALFAFAR","963 75 51 25   ","963 75 51 25","39,421367","-0,391696","AJUNTAMENT D'ALFAFAR","","L'HORTA SUD","remediosmontaner@alfafar.es","","Comedor; Inglés; Valenciano"
"Código: 46025283","ESCOLA PRIVADA DE MÚSICA ","Régimen: PRIVADO","Calle TAULETA, 36","L'HORTA SUD","961 04 35 97   ","musicalfafar@hotmail.com","","","","","","46910 - ALFAFAR","","Salón actos; Aula música"
"Código: 46016713","INSTITUT D'EDUCACIÓ SECUNDÀRIA 25 D'ABRIL","Régimen: PÚBLICO","Camino D'ORBA, S/N","46910 - ALFAFAR","961 20 62 15   ","961 20 62 16","39,417886","-0,396184","GENERALITAT VALENCIANA","CIF: Q9650019D","L'HORTA SUD","46016713@edu.gva.es","mailto:46016713@edu.gva.es","Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03016079","COL·LEGI RURAL AGRUPAT MARIOLA-BENICADELL","Régimen: PÚBLICO","Avenida GENERALITAT VALENCIANA, S/N","03459 - ALFAFARA","966 52 76 55   ","966 52 76 56","38,7734","-0,556086","GENERALITAT VALENCIANA","ÁMBITO: ","EL COMTAT","03016079@edu.gva.es","mailto:03016079@edu.gva.es","Aula Informática; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46027024","COL·LEGI RURAL AGRUPAT BARONIA ALTA","Régimen: PÚBLICO","Calle ERMITA, 18","46594 - ALFARA DE LA BARONIA","962 61 73 85   ","962 61 73 86","39,76435","-0,355483","GENERALITAT VALENCIANA","ÁMBITO: ","EL CAMP DE MORVEDRE","46027024@edu.gva.es","http://mestreacasa.gva.es/web/4602702400","Comedor; Biblioteca; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46001047","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN JUAN DE RIBERA","Régimen: PÚBLICO","Calle DE LA NÒRIA, 19","46115 - ALFARA DEL PATRIARCA","961 20 55 65   ","961 20 55 66","39,543798","-0,382022","GENERALITAT VALENCIANA","CIF: Q9655275G","L'HORTA NORD","46001047@edu.gva.es","http://mestreacasa.gva.es/web/4600104700","Comedor; Aula Informática; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46028703","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL D'ALFARA DEL PATRIARCA","Régimen: PÚBLICO","Calle SAN JUAN DE RIBERA, 6","L'HORTA NORD","600 46 77 84   ","epa@alfaradelpatriarca.es","","","","","","46115 - ALFARA DEL PATRIARCA","",""
"Código: 46034326","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE VITALKIDS ALFARA","Régimen: PRIVADO","Calle BONIFACIO FERRER, 22","L'HORTA NORD","685 46 87 15   ","vitalkidsalfara@gmail.com","","","","","","46115 - ALFARA DEL PATRIARCA","mailto:vitalkidsalfara@gmail.com","Transporte; Comedor; Webcam; Cursos de verano; Inglés; Castellano; Valenciano"
"Código: 46035252","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA CEU SAN PABLO VALENCIA","Régimen: PRIVADO","Calle LLUIS VIVES (EDIF. LUIS CAMPOS GORRÁIZ), 1","46115 - ALFARA DEL PATRIARCA","961 36 90 00   ","961 39 52 72","39,547434","-0,386671","FUNDACIÓN UNIVERSITARIA SAN PABLO CEU","","L'HORTA NORD","info@ciclosformativosceu.es","mailto:info@ciclosformativosceu.es","Comedor; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; I. Deportivas"
"Código: 46001035","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA RAMÓN Y CAJAL","Régimen: PRIVADO  -  CONCERTADO","Calle 1 DE MAIG, 30","46115 - ALFARA DEL PATRIARCA","961 39 09 29   ","961 39 09 29","39,547694","-0,388105","CENTRO DE ENSEÑANZA RAMÓN Y CAJAL, SL","","L'HORTA NORD","info@ceramonycajal.es","mailto:info@ceramonycajal.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46028648","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL L'ESCOLETA","Régimen: PÚBLICO","Calle DE LA NÒRIA, S/N","L'HORTA NORD","961 39 33 46   ","escoleta@alfaradelpatriarca.es","","","","","","46115 - ALFARA DEL PATRIARCA","","Comedor; Inglés"
"Código: 46020871","ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL","Régimen: PRIVADO","Plaza SAN JUAN DE RIBERA, 4","L'HORTA NORD","961 39 26 42   ","amalfara@hotmail.com","","","","","","46115 - ALFARA DEL PATRIARCA","","Aula música"
"Código: 46001060","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANT JAUME APÒSTOL","Régimen: PÚBLICO","Calle NUEVA, 23","46197 - ALFARP","962 98 01 10   ","962 98 01 11","39,275651","-0,559688","GENERALITAT VALENCIANA","CIF: Q9655276E","LA RIBERA ALTA","46001060@edu.gva.es","http://mestreacasa.gva.es/web/4600106000","Comedor; Biblioteca; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46026858","ESCOLA PRIVADA DE MÚSICA SOCIEDAD PROTECTORA MUSICAL LA LIRA","Régimen: PRIVADO","Calle VALENCIA, 13","LA RIBERA ALTA","678 55 49 66   ","laliraalfarp@hotmail.com","","","","","","46197 - ALFARP","","Aula música"
"Código: 46001072","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA DOCTOR BORRÀS","Régimen: PÚBLICO","Calle DIPUTACIÓ, S/N","46893 - ALFARRASÍ","962 24 97 95   ","962 24 97 96","38,902042","-0,493151","GENERALITAT VALENCIANA","CIF: Q9655277C","LA VALL D'ALBAIDA","46001072@edu.gva.es","http://mestreacasa.gva.es/web/4600107200","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46030102","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL","Régimen: PÚBLICO","Calle AUSIÀS MARCH (SECTOR NORD RESIDENCIAL), 18","LA VALL D'ALBAIDA","699 93 57 21   ","eimalfarrasi@gmail.com","","","","","","46893 - ALFARRASÍ","","Comedor; Francés; Inglés"
"Código: 46036694","ESCOLA PRIVADA DE MÚSICA ","Régimen: PRIVADO","Calle SANT ANTONI, 21","LA VALL D'ALBAIDA","657 08 68 20   ","escolademusicadalfarrasi@gmail.com","","","","","","46893 - ALFARRASÍ","","Aula música"
"Código: 12000194","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA CASTRO","Régimen: PÚBLICO","Calle LA VALL D'UIXÓ, S/N","12609 - ALFONDEGUILLA","964 73 83 10   ","964 73 83 11","39,83399","-0,272598","GENERALITAT VALENCIANA","CIF: Q6255159C","LA PLANA BAIXA","12000194@edu.gva.es","http://mestreacasa.gva.es/web/1200019400","Comedor; Biblioteca; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46020583","ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MÚSICO CULTURAL","Régimen: PRIVADO","Plaza DE CASTELLÓ, 1-2","EL CAMP DE MORVEDRE","962 62 63 62   ","amparomusica@hotmail.com","","","","","","46593 - ALGAR DE PALANCIA","","Aula música"
"Código: 46001175","CENTRE D'EDUCACIÓ ESPECIAL ALBERTO TORTAJADA","Régimen: PÚBLICO","Camino DE LA CREUETA-PONT DE PALIS, S/N","46680 - ALGEMESÍ","962 45 72 60   ","962 45 72 61","39,187911","-0,425719","GENERALITAT VALENCIANA","CIF: Q9655064E","LA RIBERA ALTA","46001175@edu.gva.es","http://mestreacasa.gva.es/web/4600117500","Transporte; Comedor; I. Deportivas; Adscrito al programa de banco de libros"
"Código: 46001141","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA BLASCO IBÁÑEZ","Régimen: PÚBLICO","Avenida PAÍS VALENCIÀ, 3","46680 - ALGEMESÍ","962 45 75 35   ","962 45 75 36","39,194996","-0,438477","GENERALITAT VALENCIANA","CIF: Q9655283A","LA RIBERA ALTA","46001141@edu.gva.es","http://mestreacasa.gva.es/web/4600114100","Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46001205","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA CERVANTES","Régimen: PÚBLICO","Camino DE LA CREUETA, S/N","46680 - ALGEMESÍ","962 45 75 45   ","962 45 75 46","39,188053","-0,428381","GENERALITAT VALENCIANA","CIF: Q9655159C","LA RIBERA ALTA","46001205@edu.gva.es","http://mestreacasa.gva.es/web/4600120500","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46001187","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA RIBALTA","Régimen: PÚBLICO","Camino DE LA CREUETA, S/N","46680 - ALGEMESÍ","962 45 75 40   ","962 45 75 41","39,188689","-0,426938","GENERALITAT VALENCIANA","CIF: Q9655076I","LA RIBERA ALTA","46001187@edu.gva.es","mailto:46001187@edu.gva.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46015095","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SALVADOR ANDRÉS","Régimen: PÚBLICO","Calle DOCTOR FERRAN, S/N","46680 - ALGEMESÍ","962 45 73 50   ","962 45 73 51","39,193341","-0,444539","GENERALITAT VALENCIANA","CIF: Q9655284I","LA RIBERA ALTA","46015095@edu.gva.es","mailto:46015095@edu.gva.es","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46020467","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE DANSA JUAN BAUTISTA CABANILLES","Régimen: PRIVADO","Plaza AUDITORIO MORENO GANS, 4","LA RIBERA ALTA","962 48 17 52   ","secretaria@centredemusicaidansa.com","","","","","","46680 - ALGEMESÍ","mailto:secretaria@centredemusicaidansa.com","Aula música"
"Código: 46016865","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA JUAN BAUTISTA CABANILLES","Régimen: PRIVADO","Plaza AUDITORIO MORENO GANS, 4","LA RIBERA ALTA","962 48 17 52   ","secretaria@centredemusicaidansa.com","","","","","","46680 - ALGEMESÍ","mailto:secretaria@centredemusicaidansa.com","Aula música"
"Código: 46037169","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS ELITESPORT ALGEMESÍ","Régimen: PRIVADO","Partida BERCA - POLIGON 15, S/N","LA RIBERA ALTA","673 76 52 66   ","info@tecnicoselitesport.es","","","","","","46680 - ALGEMESÍ","mailto:info@tecnicoselitesport.es","Aula Informática; Biblioteca; Salón actos; I. Deportivas; Gimnasio; Cursos de verano; Inglés; Castellano; Valenciano"
"Código: 46031258","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EL BRESSOL","Régimen: PRIVADO","Calle L'ALACANTÍ, 8","LA RIBERA ALTA","962 48 20 63   ","admon@elbressol.es","","","","","","46680 - ALGEMESÍ","mailto:admon@elbressol.es","Comedor"
"Código: 46025854","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EVA","Régimen: PRIVADO","Calle ALBALAT, 133","LA RIBERA ALTA","962 48 06 42   ","ceieva@hotmail.com","","","","","","46680 - ALGEMESÍ","",""
"Código: 46034821","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE JESÚS MI AMIGO II","Régimen: PRIVADO","Calle ORGANISTA SOS, 3","LA RIBERA ALTA","636 16 39 98   ","col.inf.jesusmiamigo@hotmail.com","","","","","","46680 - ALGEMESÍ","",""
"Código: 46034880","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE SAMARUC","Régimen: PRIVADO","Avenida PAÍS VALENCIÀ, 155","LA RIBERA ALTA","675 52 74 50   ","cei.samaruc@gmail.com","","","","","","46680 - ALGEMESÍ","",""
"Código: 46034090","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE TINCHO, PINCHO Y CARPINCHO","Régimen: PRIVADO","Plaza DEL MERCADO, 4","LA RIBERA ALTA","678 23 56 68   ","eiescoleta@gmail.com","","","","","","46680 - ALGEMESÍ","",""
"Código: 46001102","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA MARÍA AUXILIADORA","Régimen: PRIVADO  -  CONCERTADO","Calle GÓMEZ FERRER, 14","46680 - ALGEMESÍ","962 42 04 43   ","962 42 27 23","39,194081","-0,438348","ARQUEBISBAT DE VALENCIA","","LA RIBERA ALTA","smauxiliadoraa@planalfa.es","mailto:smauxiliadoraa@planalfa.es","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; I. Deportivas; Francés; Inglés; Alemán; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46001126","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA NUESTRA SEÑORA DE LA SALUD","Régimen: PRIVADO  -  CONCERTADO","Partida BERCA, S/N","46680 - ALGEMESÍ","962 48 10 50   ","962 42 03 82","39,182323","-0,43735","HERMANOS MARISTAS","","LA RIBERA ALTA","direccionalgemesi@maristasmediterranea.com","mailto:direccionalgemesi@maristasmediterranea.com","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46001096","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA SAN JOSÉ DE CALASANZ","Régimen: PRIVADO  -  CONCERTADO","Calle ESCUELAS PÍAS, 30","46680 - ALGEMESÍ","962 48 22 64   ","962 42 40 07","39,195004","-0,431865","PADRES ESCOLAPIOS","","LA RIBERA ALTA","secretaria.algemesi@escolapiosbetania.es","mailto:secretaria.algemesi@escolapiosbetania.es","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46001114","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA SANTA ANA","Régimen: PRIVADO  -  CONCERTADO","Calle MARE MARÍA RAFOLS, 16","46680 - ALGEMESÍ","962 48 23 00   ","962 48 38 00","39,194206","-0,429304","HERMANAS DE LA CARIDAD DE SANTA ANA","","LA RIBERA ALTA","direccionpedagogica@santaanaalgemesi.com","mailto:direccionpedagogica@santaanaalgemesi.com","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46019192","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES JAUME I","Régimen: PÚBLICO","Calle LES ESCOLES, 5","46680 - ALGEMESÍ","962 45 80 30   ","962 45 80 31","39,188261","-0,434057","GENERALITAT VALENCIANA","ÁMBITO: ","LA RIBERA ALTA","46019192@edu.gva.es","http://mestreacasa.gva.es/web/4601919200","Biblioteca; Inglés"
"Código: 46023584","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL ELS XIQUETS","Régimen: PÚBLICO","Calle DOCTOR SERVET, 23","LA RIBERA ALTA","962 01 43 60   ","elsxiquets@algemesi.net","","","","","","46680 - ALGEMESÍ","",""
"Código: 46023596","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL MESTRE LOZANO","Régimen: PÚBLICO","Calle DELS GANS, S/N","LA RIBERA ALTA","962 01 98 00   ","mestrelozano@algemesi.net","","","","","","46680 - ALGEMESÍ","",""
"Código: 46023249","ESCOLA INFANTIL DE PRIMER CICLE MUNICIPAL VERGE DEL PILAR","Régimen: PÚBLICO","Calle OLIVO, 27","LA RIBERA ALTA","962 48 27 60   ","vergepilar@algemesi.net","","","","","","46680 - ALGEMESÍ","mailto:vergepilar@algemesi.net",""
"Código: 46020807","ESCOLA PRIVADA DE MÚSICA INSTITUT KODALY SCHOLA CANTORUM","Régimen: PRIVADO","Calle PARQUE SALVADOR CASTELL, 65","46680 - ALGEMESÍ","962 42 40 60   ","962 42 00 27","39,185853","-0,436948","SCHOLA CANTORUM D'ALGEMESÍ","","LA RIBERA ALTA","schola@ctv.es","mailto:schola@ctv.es","Aula música"
"Código: 46026214","ESCOLA PRIVADA DE MÚSICA JOSÉ MORENO GANS","Régimen: PRIVADO","Calle AUDITORIO MORENO GANS, 4","LA RIBERA ALTA","962 48 25 26   ","smalgemesi@fsmcv.org","","","","","","46680 - ALGEMESÍ","","Aula música"
"Código: 46035768","ESCOLA PRIVADA DE MÚSICA TABALET I DOLÇAINA","Régimen: PRIVADO","Calle REI EN JAUME, 24","LA RIBERA ALTA","961 11 22 28   ","emtid@emtid.org","","","","","","46680 - ALGEMESÍ","","Aula música"
"Código: 46001217","INSTITUT D'EDUCACIÓ SECUNDÀRIA BERNAT GUINOVART","Régimen: PÚBLICO","Camino JOAN FUSTER, S/N","46680 - ALGEMESÍ","962 45 78 25   ","962 45 78 26","39,195137","-0,425055","GENERALITAT VALENCIANA","CIF: Q9655282C","LA RIBERA ALTA","46001217@edu.gva.es","mailto:46001217@edu.gva.es","Transporte; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46001199","INSTITUT D'EDUCACIÓ SECUNDÀRIA SANT VICENT FERRER","Régimen: PÚBLICO","Calle PARQUE SALVADOR CASTELL, 16","46680 - ALGEMESÍ","962 45 78 20   ","962 45 78 21","39,185749","-0,437372","GENERALITAT VALENCIANA","CIF: Q9655281E","LA RIBERA ALTA","46001199@edu.gva.es","mailto:46001199@edu.gva.es","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 46001229","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VIRGEN DEL PILAR","Régimen: PÚBLICO","Calle JOAN DE JOANES, S/N","46680 - ALGEMESÍ - CARRASCALET","962 45 75 50   ","962 45 75 51","39,199461","-0,441915","GENERALITAT VALENCIANA","CIF: Q9655285F","LA RIBERA ALTA","46001229@edu.gva.es","http://mestreacasa.gva.es/web/4600122900","Biblioteca; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46001242","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PALANCIA","Régimen: PÚBLICO","Paseo GLORIETA, S/N","46148 - ALGÍMIA D'ALFARA","962 61 72 80   ","962 61 72 81","39,751401","-0,365714","GENERALITAT VALENCIANA","CIF: Q9655286D","EL CAMP DE MORVEDRE","46001242@edu.gva.es","http://mestreacasa.gva.es/web/4600124200","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46024576","ESCOLA PRIVADA DE MÚSICA LA BARONIA","Régimen: PRIVADO","Paseo GLORIETA, S/N","EL CAMP DE MORVEDRE","680 69 11 98   ","umalgimia@hotmail.com","","","","","","46148 - ALGÍMIA D'ALFARA","","Aula música"
"Código: 46036086","SECCIÓ D'EDUCACIÓ SECUNDÀRIA DE L'IES CLOT DEL MORO A ALGÍMIA D'ALFARA","Régimen: PÚBLICO","Calle LA RODANA, S/N","EL CAMP DE MORVEDRE","   ","46036086@edu.gva.es","","","","CIF: S4600340F","","46148 - ALGÍMIA D'ALFARA","http://mestreacasa.gva.es/web/4603608600","Transporte; Adscrito al programa de banco de libros"
"Código: 46017407","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA MAESTRO EMILIO LUNA","Régimen: PÚBLICO","Calle SANT MIQUEL, S/N","46230 - ALGINET","961 71 90 15   ","961 71 90 16","39,256947","-0,470073","GENERALITAT VALENCIANA","CIF: Q9655063G","LA RIBERA ALTA","46017407@edu.gva.es","http://mestreacasa.gva.es/web/4601740700","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46001291","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA PEPITA GREUS","Régimen: PÚBLICO","Calle PEPITA GREUS, 18","46230 - ALGINET","961 71 90 55   ","961 71 90 56","39,262686","-0,474388","GENERALITAT VALENCIANA","CIF: Q9655288J","LA RIBERA ALTA","46001291@edu.gva.es","http://mestreacasa.gva.es/web/4600129100","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 46015022","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VICENTE BLASCO IBÁÑEZ","Régimen: PÚBLICO","Calle DOCTOR JOSÉ ESPERT, S/N","46230 - ALGINET","961 71 90 05   ","961 71 90 06","39,257263","-0,471092","GENERALITAT VALENCIANA","CIF: Q9655074D","LA RIBERA ALTA","46015022@edu.gva.es","http://mestreacasa.gva.es/web/4601502200","Transporte; Comedor; Aula Informática; Biblioteca; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 46021460","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA SOCIETAT ARTÍSTICA MUSICAL","Régimen: PRIVADO","Avenida 9 DE OCTUBRE, 2","LA RIBERA ALTA","961 75 35 34   ","centremusicalginet@gmail.com","","","","","","46230 - ALGINET","mailto:centremusicalginet@gmail.com","Aula música"
"Código: 46027735","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL D'ALGINET","Régimen: PÚBLICO","Calle PEPITA CREUS, 18","LA RIBERA ALTA","662 59 35 84   ","fpa@alginet.es","","","","","","46230 - ALGINET","","Aula Informática; Biblioteca; Inglés; Castellano; Valenciano"
"Código: 46030849","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EL BADALL","Régimen: PRIVADO","Calle DOCTOR GÓMEZ FERRER, 59","46230 - ALGINET","961 75 43 11   ","961 75 43 11","39,258667","-0,472723","EI EL BADALL ALGINET, SL","","LA RIBERA ALTA","elvi74@hotmail.es","mailto:elvi74@hotmail.es","Comedor; Inglés"
"Código: 46034764","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NANOS","Régimen: PRIVADO","Calle EULALIA ESCOBET, 6 i 8","LA RIBERA ALTA","625 29 35 40   ","einfantilnanos@gmail.com","","","","","","46230 - ALGINET","",""
